type,title,director,cast,country,release_year,rating,listed_in,added_year,added_month,duration_num,duration_unit,description
TV Show,Storm against Ash,Casey Carter,"Jordan Rivers, Skyler Hayes",Hong Kong,2019,TV-MA,International TV Shows,2019,3,2,Seasons,"Across 2 seasonss, this warm international tv shows from Hong Kong (2019, TV-MA) follows characters caught in a strange discovery across remote backroads. As the pressure builds, someone chases a lead, and the truth has a price. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Road against Shadows,Casey Collins,"Sam Campbell, Charlie Collins",Other,2014,TV-MA,British TV Shows,2016,11,1,Season,"Across 1 season, this grounded british tv shows from Other (2014, TV-MA) follows characters caught in a tense courtroom battle behind closed doors. As the pressure builds, someone protects what matters most, and nothing is what it seems. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,A broken city,Kai Miller,"Jordan Walker, Avery Foster","United Kingdom, United States",2014,TV-PG,International TV Shows,2017,4,1,Season,"Across 1 season, this sharp-edged international tv shows from United Kingdom, United States (2014, TV-PG) follows characters caught in a strange discovery on the edge of collapse. As the pressure builds, someone must decide who to trust, and nothing is what it seems. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,The Playbook Files,Michael Smith,"Noah Davis, David Jackson",United States,2016,TV-MA,Documentaries,2017,12,106,min,"In 106 min, this stylish documentaries from United States (2016, TV-MA) follows characters caught in a deep investigation across remote backroads. As the pressure builds, someone chases a lead, and a pact is tested. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,The Heist Files,Jamie Sullivan,"Casey King, Alex Coleman",Other,2016,TV-PG,Documentaries,2019,2,101,min,"In 101 min, this tense documentaries from Other (2016, TV-PG) follows characters caught in a deep investigation behind closed doors. As the pressure builds, someone chases a lead, and everything changes overnight. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Hidden Archive,Aarav Das,"Priya Saxena, Karan Sharma",India,2018,TV-MA,International TV Shows,2018,7,1,Season,"Across 1 season, this darkly funny international tv shows from India (2018, TV-MA) follows characters caught in a risky deal across remote backroads. As the pressure builds, someone must decide who to trust, and the truth has a price. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,A blue city,Emerson Price,"Sam Morgan, Emerson Bennett",Canada,2010,TV-MA,Crime TV Shows,2018,8,2,Seasons,"Across 2 seasonss, this grounded crime tv shows from Canada (2010, TV-MA) follows characters caught in a race against time on the edge of collapse. As the pressure builds, someone protects what matters most, and old wounds reopen. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Final Promise,Jordan Campbell,"Parker Collins, Sam Campbell",China,2010,TV-MA,Horror Movies,2017,3,99,min,"In 99 min, this sharp-edged horror movies from China (2010, TV-MA) follows characters caught in a thing in the walls in a crowded city. As the pressure builds, someone must decide who to trust, and a stranger arrives. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Code within Fire,Drew Walker,"Charlie Gray, Quinn Morgan",Other,2007,TV-14,Anime Series,2020,12,1,Season,"Across 1 season, this quietly emotional anime series from Other (2007, TV-14) follows characters caught in a race against time on the edge of collapse. As the pressure builds, someone must decide who to trust, and a secret resurfaces. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Road beyond Gold,Kabir Iyer,"Sanya Nair, Kabir Jain",India,2014,R,Action & Adventure,2019,10,97,min,"In 97 min, this stylish action & adventure from India (2014, R) follows characters caught in a stolen artifact under bright studio lights. As the pressure builds, someone risks everything, and a stranger arrives. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Archive without Ash,Taylor Reed,"Taylor Collins, Sam Miller",Other,2020,TV-MA,Dramas,2020,1,76,min,"In 76 min, this grounded dramas from Other (2020, TV-MA) follows characters caught in a hard choice in a tight-knit community. As the pressure builds, someone chases a lead, and old wounds reopen. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Shadow Legend,Cameron Collins,"Jordan Rivers, Charlie Rivers",Other,2021,TV-14,Horror Movies,2021,6,103,min,"In 103 min, this stylish horror movies from Other (2021, TV-14) follows characters caught in a missing friend in a tight-knit community. As the pressure builds, someone chases a lead, and nothing is what it seems. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,TheFinal Garden,Emily Lopez,"Zoe Lopez, Emily Rodriguez",United States,2018,TV-MA,Horror Movies,2018,3,63,min,"In 63 min, this warm horror movies from United States (2018, TV-MA) follows characters caught in a ritual gone wrong in a tight-knit community. As the pressure builds, someone unravels a cover-up, and a pact is tested. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Promise after Ash,Riley Coleman,"Quinn Sullivan, Cameron Stone",Other,2021,TV-14,Comedies,2021,2,102,min,"In 102 min, this tense comedies from Other (2021, TV-14) follows characters caught in an awkward reunion on the edge of collapse. As the pressure builds, someone chases a lead, and the truth has a price. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Hidden Signal,Shota Yamamoto,"Daiki Yamaguchi, Takumi Yoshida",Japan,2020,TV-14,British TV Shows,2020,1,1,Season,"Across 1 season, this fast-paced british tv shows from Japan (2020, TV-14) follows characters caught in a sharp political feud on the edge of collapse. As the pressure builds, someone risks everything, and a stranger arrives. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Signal of Glass,Olivia Martin,"Jessica Williams, Ethan Anderson",United States,2006,TV-14,Comedies,2018,8,122,min,"In 122 min, this quietly emotional comedies from United States (2006, TV-14) follows characters caught in a viral mishap in a tight-knit community. As the pressure builds, someone unravels a cover-up, and a plan goes sideways. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Robo Code,Morgan Gray,"Sam Miller, Reese Hayes",Australia,2016,TV-Y7,Children & Family Movies,2016,10,72,min,"In 72 min, this sharp-edged children & family movies from Australia (2016, TV-Y7) follows characters caught in an unexpected friendship on the edge of collapse. As the pressure builds, someone chases a lead, and the past bites back. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Captain Garden,Parker King,"Jordan Stone, Morgan Rivers",Other,1998,TV-G,Kids' TV,2016,8,2,Seasons,"Across 2 seasonss, this tense kids' tv from Other (1998, TV-G) follows characters caught in a risky deal behind closed doors. As the pressure builds, someone risks everything, and a stranger arrives. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Captain Promise,Chloe Wilson,"Olivia Jones, Lucas Moore",United States,2017,TV-PG,Kids' TV,2017,12,1,Season,"Across 1 season, this warm kids' tv from United States (2017, TV-PG) follows characters caught in a personal reckoning in a tight-knit community. As the pressure builds, someone chases a lead, and a stranger arrives. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Last Legend,Michael Anderson,"Daniel Hernandez, Ryan Wilson",United States,2017,TV-14,Dramas,2018,1,68,min,"In 68 min, this quietly emotional dramas from United States (2017, TV-14) follows characters caught in a second chance on the edge of collapse. As the pressure builds, someone protects what matters most, and the truth has a price. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Final Promise,Noah Wilson,"Holly Hall, Lily Taylor",United Kingdom,2018,TV-MA,Action & Adventure,2018,12,83,min,"In 83 min, this stylish action & adventure from United Kingdom (2018, TV-MA) follows characters caught in a stolen artifact under bright studio lights. As the pressure builds, someone faces a countdown, and a pact is tested. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Storm before Glass,Drew Brooks,"Taylor Gray, Sam Gray",Other,2009,R,Comedies,2019,7,134,min,"In 134 min, this warm comedies from Other (2009, R) follows characters caught in a chaotic friendship behind closed doors. As the pressure builds, someone risks everything, and everything changes overnight. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Bright Code,James Garcia,"Lily Jones, Daniel Garcia",United States,2018,R,Action & Adventure,2021,1,89,min,"In 89 min, this sharp-edged action & adventure from United States (2018, R) follows characters caught in a city under siege in a tight-knit community. As the pressure builds, someone unravels a cover-up, and a pact is tested. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,A wild archive,Henry Williams,"Chloe Anderson, Ava Rodriguez",United States,2015,R,Dramas,2018,7,87,min,"In 87 min, this grounded dramas from United States (2015, R) follows characters caught in a second chance in a tight-knit community. As the pressure builds, someone risks everything, and a secret resurfaces. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Blue Empire,Jordan Miller,"Quinn Reed, Taylor King",Germany,2015,TV-PG,Comedies,2018,4,143,min,"In 143 min, this quietly emotional comedies from Germany (2015, TV-PG) follows characters caught in a chaotic friendship in a tight-knit community. As the pressure builds, someone unravels a cover-up, and old wounds reopen. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,The blue season,Morgan Sullivan,"Charlie Campbell, Emerson Parker",Mexico,2019,TV-MA,Crime TV Shows,2020,11,1,Season,"Across 1 season, this sharp-edged crime tv shows from Mexico (2019, TV-MA) follows characters caught in a strange discovery behind closed doors. As the pressure builds, someone must decide who to trust, and a secret resurfaces. Secrets surface, alliances shift, and the ending rewards careful attention."
